CodigoCNES,NomeFantasia,codigo_tratado,nome_tratado
"OrderedDict([('codigo', '7125577')])","OrderedDict([('Nome', 'USB 15')])",7125577,USB 15
"OrderedDict([('codigo', '7245262')])","OrderedDict([('Nome', 'CONSULTORIO DE TERAPIA OCUPACIONAL DRA CLAUDIA ROSSETTO')])",7245262,CONSULTORIO DE TERAPIA OCUPACIONAL DRA CLAUDIA ROSSETTO
"OrderedDict([('codigo', '7247931')])","OrderedDict([('Nome', 'CONSULTORIO DRA GEORGIA ASSUNCAO')])",7247931,CONSULTORIO DRA GEORGIA ASSUNCAO
"OrderedDict([('codigo', '7255055')])","OrderedDict([('Nome', 'CENTRO MEDICO UNIMED PEDIATRICO')])",7255055,CENTRO MEDICO UNIMED PEDIATRICO
"OrderedDict([('codigo', '5395682')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO LORENA DE ARAUJO LIRA')])",5395682,CONSULTORIO ODONTOLOGICO LORENA DE ARAUJO LIRA
"OrderedDict([('codigo', '5398916')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO ENEIDA LUCIANO TORRES')])",5398916,CONSULTORIO MEDICO ENEIDA LUCIANO TORRES
"OrderedDict([('codigo', '5398983')])","OrderedDict([('Nome', 'CONSULTORIO LUANA CAROLINA ED MEDEIROS PAIVA')])",5398983,CONSULTORIO LUANA CAROLINA ED MEDEIROS PAIVA
"OrderedDict([('codigo', '5400759')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO FABRIZIA MARIA AMORIM SERAFIM')])",5400759,CONSULTORIO ODONTOLOGICO FABRIZIA MARIA AMORIM SERAFIM
"OrderedDict([('codigo', '5400961')])","OrderedDict([('Nome', 'CONSULTORIO ANDREA MARIA ALCOFORADO GONDIM GURGEL')])",5400961,CONSULTORIO ANDREA MARIA ALCOFORADO GONDIM GURGEL
"OrderedDict([('codigo', '5402085')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ANECAROLINE SILVA MESQUITA DE OLIVE')])",5402085,CONSULTORIO ODONTOLOGICO ANECAROLINE SILVA MESQUITA DE OLIVE
"OrderedDict([('codigo', '5403707')])","OrderedDict([('Nome', 'CONSULTORIO ANA SILVIA MARTINS REBOUCAS')])",5403707,CONSULTORIO ANA SILVIA MARTINS REBOUCAS
"OrderedDict([('codigo', '5405416')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO MANUELA MARIANO DE MELO')])",5405416,CONSULTORIO ODONTOLOGICO MANUELA MARIANO DE MELO
"OrderedDict([('codigo', '5371899')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO ALDENILDE REBOUCAS FALCAO')])",5371899,CONSULTORIO MEDICO ALDENILDE REBOUCAS FALCAO
"OrderedDict([('codigo', '5373212')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ANTONIO DE AZEVEDO MEDEIROS FILHO')])",5373212,CONSULTORIO ODONTOLOGICO ANTONIO DE AZEVEDO MEDEIROS FILHO
"OrderedDict([('codigo', '7332491')])","OrderedDict([('Nome', 'HAPPY PROTESES')])",7332491,HAPPY PROTESES
"OrderedDict([('codigo', '7340540')])","OrderedDict([('Nome', 'CONSULTORIO DRA RAIANNE BEZERRA')])",7340540,CONSULTORIO DRA RAIANNE BEZERRA
"OrderedDict([('codigo', '5378699')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO ZELIA MARIA SILVA DE ASSIS')])",5378699,CONSULTORIO MEDICO ZELIA MARIA SILVA DE ASSIS
"OrderedDict([('codigo', '5384591')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO WILSON LEITE MAIA SOBRINHO')])",5384591,CONSULTORIO ODONTOLOGICO WILSON LEITE MAIA SOBRINHO
"OrderedDict([('codigo', '5386187')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DALZENIR LEITE DE QUEIROZ BARROS')])",5386187,CONSULTORIO MEDICO DALZENIR LEITE DE QUEIROZ BARROS
"OrderedDict([('codigo', '7343981')])","OrderedDict([('Nome', 'CLINICA IVONEIDE JALLES')])",7343981,CLINICA IVONEIDE JALLES
"OrderedDict([('codigo', '7316720')])","OrderedDict([('Nome', 'CLINICA ENDODERMA')])",7316720,CLINICA ENDODERMA
"OrderedDict([('codigo', '5803993')])","OrderedDict([('Nome', 'CLINICA INFANTIL ANCHIETA DANTAS')])",5803993,CLINICA INFANTIL ANCHIETA DANTAS
"OrderedDict([('codigo', '5825814')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARCIA MORAES')])",5825814,CONSULTORIO ODONTOLOGICO DRA MARCIA MORAES
"OrderedDict([('codigo', '5835135')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA KALINA LIGIA')])",5835135,CONSULTORIO ODONTOLOGICO DRA KALINA LIGIA
"OrderedDict([('codigo', '5835232')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA RIANE URSULINO')])",5835232,CONSULTORIO ODONTOLOGICO DRA RIANE URSULINO
"OrderedDict([('codigo', '6832105')])","OrderedDict([('Nome', 'NATAL CLINICA')])",6832105,NATAL CLINICA
"OrderedDict([('codigo', '5561558')])","OrderedDict([('Nome', 'CLINICA SER')])",5561558,CLINICA SER
"OrderedDict([('codigo', '5583446')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR MARLOS JEAN GOMES')])",5583446,CONSULTORIO ODONTOLOGICO DR MARLOS JEAN GOMES
"OrderedDict([('codigo', '5914671')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA CYBELLE BRAZ')])",5914671,CONSULTORIO ODONTOLOGICO DRA CYBELLE BRAZ
"OrderedDict([('codigo', '5924065')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ORGIVAL TAVARES')])",5924065,CONSULTORIO ODONTOLOGICO ORGIVAL TAVARES
"OrderedDict([('codigo', '3660354')])","OrderedDict([('Nome', 'CONSULTORIO DR AELSON MOACIR')])",3660354,CONSULTORIO DR AELSON MOACIR
"OrderedDict([('codigo', '3663558')])","OrderedDict([('Nome', 'CONSULTORIO DR CELSO MATIAS')])",3663558,CONSULTORIO DR CELSO MATIAS
"OrderedDict([('codigo', '3670015')])","OrderedDict([('Nome', 'CONSULTORIO DR ISAU GERINO')])",3670015,CONSULTORIO DR ISAU GERINO
"OrderedDict([('codigo', '3671607')])","OrderedDict([('Nome', 'CONSULTORIO DRA CRHISTINA MARIA DE ARAUJO')])",3671607,CONSULTORIO DRA CRHISTINA MARIA DE ARAUJO
"OrderedDict([('codigo', '3702731')])","OrderedDict([('Nome', 'CONSULTORIO DR SERVULO ANTONIO DE HOLANDA')])",3702731,CONSULTORIO DR SERVULO ANTONIO DE HOLANDA
"OrderedDict([('codigo', '3873536')])","OrderedDict([('Nome', 'CONSULTORIO DRA HELOISA ROCHA')])",3873536,CONSULTORIO DRA HELOISA ROCHA
"OrderedDict([('codigo', '3880079')])","OrderedDict([('Nome', 'CONSULTORIO DRA TERESA NEUMANN BESERRA DANTAS')])",3880079,CONSULTORIO DRA TERESA NEUMANN BESERRA DANTAS
"OrderedDict([('codigo', '5942616')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR GUSTAVO NOBRE')])",5942616,CONSULTORIO ODONTOLOGICO DR GUSTAVO NOBRE
"OrderedDict([('codigo', '3900479')])","OrderedDict([('Nome', 'CONSULTORIO DRA MARIA LUIZA')])",3900479,CONSULTORIO DRA MARIA LUIZA
"OrderedDict([('codigo', '3913678')])","OrderedDict([('Nome', 'CONSULTORIO DRA RHANNA MARANHAO')])",3913678,CONSULTORIO DRA RHANNA MARANHAO
"OrderedDict([('codigo', '3913724')])","OrderedDict([('Nome', 'CONSULTORIO DRA MARIA DE LOURDES')])",3913724,CONSULTORIO DRA MARIA DE LOURDES
"OrderedDict([('codigo', '3917835')])","OrderedDict([('Nome', 'CLINICA OTORHINUS NATAL')])",3917835,CLINICA OTORHINUS NATAL
"OrderedDict([('codigo', '3927768')])","OrderedDict([('Nome', 'CONSULTORIO DRA BIANCHA LINHARES')])",3927768,CONSULTORIO DRA BIANCHA LINHARES
"OrderedDict([('codigo', '3935175')])","OrderedDict([('Nome', 'CONSULTORIO DRA MONICA FERREIRA')])",3935175,CONSULTORIO DRA MONICA FERREIRA
"OrderedDict([('codigo', '6338178')])","OrderedDict([('Nome', 'SPINECENTER')])",6338178,SPINECENTER
"OrderedDict([('codigo', '5728886')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ADALI SOARES LINS BAHIA')])",5728886,CONSULTORIO ODONTOLOGICO ADALI SOARES LINS BAHIA
"OrderedDict([('codigo', '7861192')])","OrderedDict([('Nome', 'F R SERVICOS MEDICOS')])",7861192,F R SERVICOS MEDICOS
"OrderedDict([('codigo', '3740811')])","OrderedDict([('Nome', 'CONSULTORIO DR RONALDO ROBERTO')])",3740811,CONSULTORIO DR RONALDO ROBERTO
"OrderedDict([('codigo', '6018807')])","OrderedDict([('Nome', 'CONSULTORIO DRA ALAINE')])",6018807,CONSULTORIO DRA ALAINE
"OrderedDict([('codigo', '5787599')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO CAMILA CAROLINA SALVIANO DANTAS')])",5787599,CONSULTORIO ODONTOLOGICO CAMILA CAROLINA SALVIANO DANTAS
"OrderedDict([('codigo', '6000991')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR ISAQUE ESTACIO DE SOUZA')])",6000991,CONSULTORIO MEDICO DR ISAQUE ESTACIO DE SOUZA
"OrderedDict([('codigo', '6535178')])","OrderedDict([('Nome', 'CLINICA ODONTOLOGICA ODILON GARCIA')])",6535178,CLINICA ODONTOLOGICA ODILON GARCIA
"OrderedDict([('codigo', '6033377')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA NADIEDJA MIRANDA')])",6033377,CONSULTORIO ODONTOLOGICO DRA NADIEDJA MIRANDA
"OrderedDict([('codigo', '5673089')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO RAPHAEL PINTO DE MENDONCA')])",5673089,CONSULTORIO MEDICO RAPHAEL PINTO DE MENDONCA
"OrderedDict([('codigo', '6014038')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA NICOLE NOGUEIRA')])",6014038,CONSULTORIO ODONTOLOGICO DRA NICOLE NOGUEIRA
"OrderedDict([('codigo', '3702987')])","OrderedDict([('Nome', 'CONSULTORIO DR FRANCISCO ARITONIO')])",3702987,CONSULTORIO DR FRANCISCO ARITONIO
"OrderedDict([('codigo', '3721949')])","OrderedDict([('Nome', 'CONSULTORIO DRA ANA TEREZA LEIROS')])",3721949,CONSULTORIO DRA ANA TEREZA LEIROS
"OrderedDict([('codigo', '3725197')])","OrderedDict([('Nome', 'CONSULTORIO DRA NINA LOURDES')])",3725197,CONSULTORIO DRA NINA LOURDES
"OrderedDict([('codigo', '3727394')])","OrderedDict([('Nome', 'CONSULTORIO DRA MARIA SUZETTE GUERRA')])",3727394,CONSULTORIO DRA MARIA SUZETTE GUERRA
"OrderedDict([('codigo', '5608473')])","OrderedDict([('Nome', 'ODONTOART')])",5608473,ODONTOART
"OrderedDict([('codigo', '3762637')])","OrderedDict([('Nome', 'CONSULTORIO DR JOSUE BATISTA')])",3762637,CONSULTORIO DR JOSUE BATISTA
"OrderedDict([('codigo', '3769348')])","OrderedDict([('Nome', 'CONSULTORIO DRA SIMONE MARIA DE OLIVEIRA')])",3769348,CONSULTORIO DRA SIMONE MARIA DE OLIVEIRA
"OrderedDict([('codigo', '3827143')])","OrderedDict([('Nome', 'CONSULTORIO DR LENILSON SILVA')])",3827143,CONSULTORIO DR LENILSON SILVA
"OrderedDict([('codigo', '5358418')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO GISELDA GOMES CAVALCANTE')])",5358418,CONSULTORIO ODONTOLOGICO GISELDA GOMES CAVALCANTE
"OrderedDict([('codigo', '5359783')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO CYNTHIA ROSADO DA ESCOSSIA')])",5359783,CONSULTORIO ODONTOLOGICO CYNTHIA ROSADO DA ESCOSSIA
"OrderedDict([('codigo', '5361044')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO KATIENNE MARIA CAMPOS FREIRE')])",5361044,CONSULTORIO MEDICO KATIENNE MARIA CAMPOS FREIRE
"OrderedDict([('codigo', '5999634')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARTA MACHADO')])",5999634,CONSULTORIO ODONTOLOGICO DRA MARTA MACHADO
"OrderedDict([('codigo', '5616719')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ALEXANDRE GOMES MAIA')])",5616719,CONSULTORIO ODONTOLOGICO ALEXANDRE GOMES MAIA
"OrderedDict([('codigo', '6286178')])","OrderedDict([('Nome', 'GLIA NEUROCIRURGICA')])",6286178,GLIA NEUROCIRURGICA
"OrderedDict([('codigo', '5704812')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO TADEU ALENCAR FONSECA')])",5704812,CONSULTORIO MEDICO TADEU ALENCAR FONSECA
"OrderedDict([('codigo', '3655768')])","OrderedDict([('Nome', 'CONSULTORIO DR GUSTAVO GOMES TORRES')])",3655768,CONSULTORIO DR GUSTAVO GOMES TORRES
"OrderedDict([('codigo', '3708926')])","OrderedDict([('Nome', 'HOSPITAL MUNICIPAL DE NATAL')])",3708926,HOSPITAL MUNICIPAL DE NATAL
"OrderedDict([('codigo', '3854574')])","OrderedDict([('Nome', 'CONSULTORIO DRA MARIA DE LOURDES MAIA')])",3854574,CONSULTORIO DRA MARIA DE LOURDES MAIA
"OrderedDict([('codigo', '5166969')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA EDNA MARIA')])",5166969,CONSULTORIO ODONTOLOGICO DRA EDNA MARIA
"OrderedDict([('codigo', '5189446')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARLENE LACERDA')])",5189446,CONSULTORIO ODONTOLOGICO DRA MARLENE LACERDA
"OrderedDict([('codigo', '2656981')])","OrderedDict([('Nome', 'OTOCLINICA')])",2656981,OTOCLINICA
"OrderedDict([('codigo', '5113024')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA TEREZA CRISTINA')])",5113024,CONSULTORIO MEDICO DRA TEREZA CRISTINA
"OrderedDict([('codigo', '5147778')])","OrderedDict([('Nome', 'CLINICA FRANCISCO ARNAUD E ANTONIO HOLANDA')])",5147778,CLINICA FRANCISCO ARNAUD E ANTONIO HOLANDA
"OrderedDict([('codigo', '5154278')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARLENE BATISTA')])",5154278,CONSULTORIO ODONTOLOGICO DRA MARLENE BATISTA
"OrderedDict([('codigo', '5095565')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARIA LUZINETE')])",5095565,CONSULTORIO ODONTOLOGICO DRA MARIA LUZINETE
"OrderedDict([('codigo', '5127947')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA MARIA JACQUELINE FREITAS')])",5127947,CONSULTORIO MEDICO DRA MARIA JACQUELINE FREITAS
"OrderedDict([('codigo', '5130360')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA IEDA SOUSA BEZERRA')])",5130360,CONSULTORIO MEDICO DRA IEDA SOUSA BEZERRA
"OrderedDict([('codigo', '5139384')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA CASSIA LISSANDRA')])",5139384,CONSULTORIO ODONTOLOGICO DRA CASSIA LISSANDRA
"OrderedDict([('codigo', '5115221')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR ANTONIO FRANCISCO')])",5115221,CONSULTORIO MEDICO DR ANTONIO FRANCISCO
"OrderedDict([('codigo', '5117011')])","OrderedDict([('Nome', 'CONSULTORIO DRA MARIA LEDA DANTAS')])",5117011,CONSULTORIO DRA MARIA LEDA DANTAS
"OrderedDict([('codigo', '5121604')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA SONIA MARIA')])",5121604,CONSULTORIO ODONTOLOGICO DRA SONIA MARIA
"OrderedDict([('codigo', '5121787')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARY ANGELA MOREIRA')])",5121787,CONSULTORIO ODONTOLOGICO DRA MARY ANGELA MOREIRA
"OrderedDict([('codigo', '5125537')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MELUSIA RODRIGUES')])",5125537,CONSULTORIO ODONTOLOGICO DRA MELUSIA RODRIGUES
"OrderedDict([('codigo', '5352592')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO TACIO DANTAS DE BRITO GUERRA')])",5352592,CONSULTORIO ODONTOLOGICO TACIO DANTAS DE BRITO GUERRA
"OrderedDict([('codigo', '3430340')])","OrderedDict([('Nome', 'ELOZITA FERNANDES DE OLIVEIRA')])",3430340,ELOZITA FERNANDES DE OLIVEIRA
"OrderedDict([('codigo', '2380382')])","OrderedDict([('Nome', 'IOHN')])",2380382,IOHN
"OrderedDict([('codigo', '2657007')])","OrderedDict([('Nome', 'HOSPITAL DE GUARNICAO DE NATAL')])",2657007,HOSPITAL DE GUARNICAO DE NATAL
"OrderedDict([('codigo', '5102626')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA SILVANA MARISA BONGIOVANNI')])",5102626,CONSULTORIO ODONTOLOGICO DRA SILVANA MARISA BONGIOVANNI
"OrderedDict([('codigo', '5115787')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR FRANCISCO CANINDE')])",5115787,CONSULTORIO ODONTOLOGICO DR FRANCISCO CANINDE
"OrderedDict([('codigo', '5120934')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR JOSE ANGELIM')])",5120934,CONSULTORIO ODONTOLOGICO DR JOSE ANGELIM
"OrderedDict([('codigo', '5120977')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ISABEL CRISTINA')])",5120977,CONSULTORIO ODONTOLOGICO DRA ISABEL CRISTINA
"OrderedDict([('codigo', '5314801')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO KATIA REJANE DA SILVA')])",5314801,CONSULTORIO ODONTOLOGICO KATIA REJANE DA SILVA
"OrderedDict([('codigo', '5321433')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO REJANE MARIA CASTRO LEMMOS')])",5321433,CONSULTORIO ODONTOLOGICO REJANE MARIA CASTRO LEMMOS
"OrderedDict([('codigo', '5322596')])","OrderedDict([('Nome', 'CLIMED')])",5322596,CLIMED
"OrderedDict([('codigo', '5321042')])","OrderedDict([('Nome', 'MEDIMAGEM II')])",5321042,MEDIMAGEM II
"OrderedDict([('codigo', '6332102')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ANNE JUSSARA')])",6332102,CONSULTORIO ODONTOLOGICO DRA ANNE JUSSARA
"OrderedDict([('codigo', '2679337')])","OrderedDict([('Nome', 'LABORATORIO LAGOA NOVA')])",2679337,LABORATORIO LAGOA NOVA
"OrderedDict([('codigo', '6334121')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA JOSYANIA KELLY')])",6334121,CONSULTORIO ODONTOLOGICO DRA JOSYANIA KELLY
"OrderedDict([('codigo', '3231291')])","OrderedDict([('Nome', 'JOSEFA TERESINHA DE LIMA CRUZ')])",3231291,JOSEFA TERESINHA DE LIMA CRUZ
"OrderedDict([('codigo', '3236994')])","OrderedDict([('Nome', 'PATRICIA ATAIDE E SILVA TEIXEIRA')])",3236994,PATRICIA ATAIDE E SILVA TEIXEIRA
"OrderedDict([('codigo', '3358356')])","OrderedDict([('Nome', 'GINECARDIO')])",3358356,GINECARDIO
"OrderedDict([('codigo', '3457982')])","OrderedDict([('Nome', 'TRAJANO SALGADO NETO')])",3457982,TRAJANO SALGADO NETO
"OrderedDict([('codigo', '5129966')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARCIA MARIA')])",5129966,CONSULTORIO ODONTOLOGICO DRA MARCIA MARIA
"OrderedDict([('codigo', '5176778')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR CARLOS AUGUSTO')])",5176778,CONSULTORIO ODONTOLOGICO DR CARLOS AUGUSTO
"OrderedDict([('codigo', '5179955')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA KATIA SUELLY')])",5179955,CONSULTORIO ODONTOLOGICO DRA KATIA SUELLY
"OrderedDict([('codigo', '5183146')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ANA CRISTINA')])",5183146,CONSULTORIO ODONTOLOGICO DRA ANA CRISTINA
"OrderedDict([('codigo', '5185653')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA LAISE ARAUJO')])",5185653,CONSULTORIO ODONTOLOGICO DRA LAISE ARAUJO
"OrderedDict([('codigo', '5464013')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO RICARDO LOPES DE ARRUDA')])",5464013,CONSULTORIO ODONTOLOGICO RICARDO LOPES DE ARRUDA
"OrderedDict([('codigo', '3409783')])","OrderedDict([('Nome', 'UNIPROCT')])",3409783,UNIPROCT
"OrderedDict([('codigo', '3397475')])","OrderedDict([('Nome', 'CENTRO DE ENDODONTIA ESPECIALIZADA')])",3397475,CENTRO DE ENDODONTIA ESPECIALIZADA
"OrderedDict([('codigo', '3545466')])","OrderedDict([('Nome', 'CLINICA SANTA ELIZA')])",3545466,CLINICA SANTA ELIZA
"OrderedDict([('codigo', '3248550')])","OrderedDict([('Nome', 'ANA BEATRIZ SALDANHA DE AZEVEDO')])",3248550,ANA BEATRIZ SALDANHA DE AZEVEDO
"OrderedDict([('codigo', '3264858')])","OrderedDict([('Nome', 'KARLINE OVIDIO RIBEIRO')])",3264858,KARLINE OVIDIO RIBEIRO
"OrderedDict([('codigo', '2653923')])","OrderedDict([('Nome', 'HOSPITAL MONSENHOR WALFREDO GURGEL')])",2653923,HOSPITAL MONSENHOR WALFREDO GURGEL
"OrderedDict([('codigo', '2679345')])","OrderedDict([('Nome', 'LAES LABORATORIO')])",2679345,LAES LABORATORIO
"OrderedDict([('codigo', '2380412')])","OrderedDict([('Nome', 'NEFRON CLINICA SC LTDA')])",2380412,NEFRON CLINICA SC LTDA
"OrderedDict([('codigo', '3594912')])","OrderedDict([('Nome', 'IORN')])",3594912,IORN
"OrderedDict([('codigo', '3608425')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO KATIA MARIA')])",3608425,CONSULTORIO ODONTOLOGICO KATIA MARIA
"OrderedDict([('codigo', '3608484')])","OrderedDict([('Nome', 'CARDIOCLINICA')])",3608484,CARDIOCLINICA
"OrderedDict([('codigo', '3623157')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO VILANE OLIVEIRA DE LIMA')])",3623157,CONSULTORIO ODONTOLOGICO VILANE OLIVEIRA DE LIMA
"OrderedDict([('codigo', '3628523')])","OrderedDict([('Nome', 'CLINICA CONTATO')])",3628523,CLINICA CONTATO
"OrderedDict([('codigo', '3628647')])","OrderedDict([('Nome', 'CONSULTORIO DR ROBERTO DUARTE')])",3628647,CONSULTORIO DR ROBERTO DUARTE
"OrderedDict([('codigo', '3638588')])","OrderedDict([('Nome', 'CONSULTORIO LARA THIANNE DE PAULA')])",3638588,CONSULTORIO LARA THIANNE DE PAULA
"OrderedDict([('codigo', '9416943')])","OrderedDict([('Nome', 'R I SERVICOS MEDICOS')])",9416943,R I SERVICOS MEDICOS
"OrderedDict([('codigo', '5780802')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO GUDERSON COSTA')])",5780802,CONSULTORIO ODONTOLOGICO GUDERSON COSTA
"OrderedDict([('codigo', '3572196')])","OrderedDict([('Nome', 'COOPERATIVA DOS MEDICOS ANESTESIOL DO ESTADO DO R G DO NORTE')])",3572196,COOPERATIVA DOS MEDICOS ANESTESIOL DO ESTADO DO R G DO NORTE
"OrderedDict([('codigo', '3402029')])","OrderedDict([('Nome', 'ADILSON AMANCIO LEMOS FILHO')])",3402029,ADILSON AMANCIO LEMOS FILHO
"OrderedDict([('codigo', '3402916')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR GILBERTO LUIZ DE QUEIROZ')])",3402916,CONSULTORIO ODONTOLOGICO DR GILBERTO LUIZ DE QUEIROZ
"OrderedDict([('codigo', '3402940')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR HERMANO')])",3402940,CONSULTORIO ODONTOLOGICO DR HERMANO
"OrderedDict([('codigo', '3402983')])","OrderedDict([('Nome', 'REGINA LUCIA FERNANDES DOS SANTOS')])",3402983,REGINA LUCIA FERNANDES DOS SANTOS
"OrderedDict([('codigo', '3396908')])","OrderedDict([('Nome', 'UNIVERSIDADE POTIGUAR')])",3396908,UNIVERSIDADE POTIGUAR
"OrderedDict([('codigo', '3502643')])","OrderedDict([('Nome', 'LABOCLINICA ENDOCRINOLOGIA LTDA')])",3502643,LABOCLINICA ENDOCRINOLOGIA LTDA
"OrderedDict([('codigo', '5995396')])","OrderedDict([('Nome', 'CENTRO CLINICO UNIMED')])",5995396,CENTRO CLINICO UNIMED
"OrderedDict([('codigo', '3665208')])","OrderedDict([('Nome', 'CONSULTORIO DR JOAO CLAUDIO MARTINS')])",3665208,CONSULTORIO DR JOAO CLAUDIO MARTINS
"OrderedDict([('codigo', '3555542')])","OrderedDict([('Nome', 'CLINICA ILZA MEDEIROS')])",3555542,CLINICA ILZA MEDEIROS
"OrderedDict([('codigo', '3551792')])","OrderedDict([('Nome', 'CASSI RIO GRANDE DO NORTE RN')])",3551792,CASSI RIO GRANDE DO NORTE RN
"OrderedDict([('codigo', '3551806')])","OrderedDict([('Nome', 'INCER')])",3551806,INCER
"OrderedDict([('codigo', '3650774')])","OrderedDict([('Nome', 'CLINICA DE DOR E ACUPUNTURA')])",3650774,CLINICA DE DOR E ACUPUNTURA
"OrderedDict([('codigo', '3660435')])","OrderedDict([('Nome', 'CONSULTORIO DRA LUCIA DE FATIMA CHAVES')])",3660435,CONSULTORIO DRA LUCIA DE FATIMA CHAVES
"OrderedDict([('codigo', '3663590')])","OrderedDict([('Nome', 'CONSULTORIO DR FRANCISCO QUINHO CHAVES')])",3663590,CONSULTORIO DR FRANCISCO QUINHO CHAVES
"OrderedDict([('codigo', '3670295')])","OrderedDict([('Nome', 'CONSULTORIO DR ALMIR DE BARROS')])",3670295,CONSULTORIO DR ALMIR DE BARROS
"OrderedDict([('codigo', '3670406')])","OrderedDict([('Nome', 'CONSULTORIO DRA MARIA DE FATIMA SCARPA')])",3670406,CONSULTORIO DRA MARIA DE FATIMA SCARPA
"OrderedDict([('codigo', '3670503')])","OrderedDict([('Nome', 'CONSULTORIO DRA ANA LIGIA NASCIMENTO')])",3670503,CONSULTORIO DRA ANA LIGIA NASCIMENTO
"OrderedDict([('codigo', '3671569')])","OrderedDict([('Nome', 'CONSULTORIO DRA MARIA GORETTI GERMANO')])",3671569,CONSULTORIO DRA MARIA GORETTI GERMANO
"OrderedDict([('codigo', '3686973')])","OrderedDict([('Nome', 'CLINICA DA PELE')])",3686973,CLINICA DA PELE
"OrderedDict([('codigo', '7155263')])","OrderedDict([('Nome', 'AMICO')])",7155263,AMICO
"OrderedDict([('codigo', '3670740')])","OrderedDict([('Nome', 'CIMI')])",3670740,CIMI
